"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","yr_built","zipcode","latitude","longitude","census_tract","tract_name","pop_estimate","median_age","LHS","HS","SC","BACH","GRAD","prop_poverty"
6412100092,20150105,362500,3,1,1520,9507,1,0,1954,98125,47.7162091837831,-122.324071476667,53033000600,"Census Tract 6, King County, Washington",8061,37.2,0.07,0.21,0.27,0.28,0.18,0.1
8835350300,20150304,536000,3,2.5,1990,7397,2,0,1993,98072,47.770306598399,-122.164950516196,53033021802,"Census Tract 218.02, King County, Washington",5539,36.8,0.04,0.13,0.33,0.34,0.16,0.1
7129302806,20150203,408000,3,1,1420,8000,1,0,1950,98118,47.5168905751367,-122.254949383821,53033011800,"Census Tract 118, King County, Washington",8415,32.8,0.28,0.18,0.28,0.18,0.09,0.37
3905010100,20140615,652500,4,2.5,2700,9122,2,0,1990,98029,47.5771047012345,-121.993981284349,53033032212,"Census Tract 322.12, King County, Washington",8240,35.3,0.02,0.09,0.18,0.43,0.27,0.03
2493200215,20141231,582000,3,1.75,1820,3140,2,0,1949,98136,47.527095554924,-122.383949005019,53033011600,"Census Tract 116, King County, Washington",6899,45.7,0.04,0.13,0.28,0.36,0.2,0.04
8691390530,20140625,7e+05,4,2.5,2770,5686,2,0,2004,98075,47.5997093449245,-121.972911788655,53033032215,"Census Tract 322.15, King County, Washington",5197,35.2,0.01,0.03,0.12,0.49,0.34,0.01
1726600150,20150226,970000,4,3,3510,12410,2,0,1976,98005,47.6381055990331,-122.165960279161,53033023700,"Census Tract 237, King County, Washington",4322,36.9,0.01,0.07,0.21,0.38,0.33,0.04
2569500210,20141117,339950,0,2.5,2290,8319,2,0,1985,98042,47.3473063656693,-122.150932813806,53033031704,"Census Tract 317.04, King County, Washington",5459,36.2,0.08,0.31,0.37,0.18,0.06,0.07
3034200666,20141107,808100,4,3.25,3020,13457,1,0,1956,98133,47.7173938461169,-122.336060432955,53033000600,"Census Tract 6, King County, Washington",8061,37.2,0.07,0.21,0.27,0.28,0.18,0.1
8892900210,20140609,236000,3,1.75,1330,6301,1,0,1998,98002,47.3410992660132,-122.218914803643,53033030503,"Census Tract 305.03, King County, Washington",5942,31.7,0.14,0.42,0.26,0.14,0.04,0.19
3438503426,20150406,209500,3,1.5,970,5488,1,0,1976,98106,47.5365966929012,-122.358953679955,53033011401,"Census Tract 114.01, King County, Washington",4253,34.2,0.14,0.21,0.38,0.2,0.07,0.18
1237500540,20141021,225000,3,1.75,1370,10866,1,0,1945,98052,47.6774072914937,-122.16393993018,53033022604,"Census Tract 226.04, King County, Washington",4895,37.9,0.03,0.13,0.27,0.34,0.23,0.03
1250202324,20150122,610000,4,2.75,2640,8400,1,0,1947,98144,47.5882097992187,-122.289981316602,53033009500,"Census Tract 95, King County, Washington",6614,43,0.09,0.13,0.19,0.3,0.28,0.16
629811340,20150508,770000,4,3,2800,9127,2,0,1999,98074,47.6123060846206,-122.006966189652,53033032214,"Census Tract 322.14, King County, Washington",6415,37,0.02,0.09,0.16,0.44,0.3,0.01
259800410,20141106,445000,3,1.75,1750,7200,1,0,1966,98008,47.6288984135829,-122.118943406986,53033023000,"Census Tract 230, King County, Washington",5179,45.5,0.04,0.19,0.2,0.36,0.2,0.04
7326200110,20141222,324000,3,2.25,1550,4411,2,0,2001,98019,47.7373007664928,-121.965966309361,53033032401,"Census Tract 324.01, King County, Washington",6302,39.1,0.05,0.21,0.33,0.31,0.1,0.11
3701900085,20140805,169000,3,1.5,1570,6450,1.5,0,1931,98022,47.2020905027482,-121.995991082878,53033031400,"Census Tract 314, King County, Washington",6057,37.8,0.15,0.31,0.39,0.11,0.04,0.19
6204410330,20141020,432000,4,1.75,2410,8400,1,0,1978,98011,47.7340920976858,-122.199937065801,53033022001,"Census Tract 220.01, King County, Washington",5376,43.9,0.03,0.19,0.32,0.33,0.14,0.03
9485950040,20140606,435000,4,2.75,3270,50994,2,0,1983,98042,47.3469911296551,-122.086996717647,53033032006,"Census Tract 320.06, King County, Washington",5393,45.6,0.06,0.22,0.4,0.23,0.08,0.04
2787700150,20150422,365000,4,2.5,2030,7210,1,0,1969,98059,47.5067081638876,-122.159963267511,53033025101,"Census Tract 251.01, King County, Washington",6507,36.7,0.06,0.16,0.31,0.35,0.12,0.14
8822901301,20140908,281000,3,1.5,1280,974,3,0,2003,98125,47.716202014502,-122.29296674664,53033000700,"Census Tract 7, King County, Washington",4854,34.5,0.06,0.15,0.27,0.34,0.17,0.15
1823069059,20140611,355000,1,1.75,750,20339,1,0,1946,98059,47.4755912484449,-122.090010007798,53033031904,"Census Tract 319.04, King County, Washington",3358,43.1,0.05,0.25,0.34,0.25,0.11,0.05
9564800145,20140506,175000,3,1,1010,7034,1,0,1954,98055,47.4899976489314,-122.220094563174,53033026002,"Census Tract 260.02, King County, Washington",8590,32.3,0.17,0.24,0.33,0.19,0.07,0.2
9000025,20141203,496000,2,1,1420,4635,2,0,1941,98115,47.6800025118709,-122.304039850283,53033002500,"Census Tract 25, King County, Washington",3316,38.4,0,0.07,0.23,0.4,0.31,0.05
7550801207,20150428,536500,2,2,1360,1860,1,0,1925,98107,47.6726947592696,-122.395922428022,53033003200,"Census Tract 32, King County, Washington",8504,37.4,0.02,0.07,0.21,0.45,0.25,0.1
6635000110,20150331,650000,3,2.5,2380,3332,2,0,2014,98034,47.7194034812805,-122.19896703721,53033022003,"Census Tract 220.03, King County, Washington",4831,36.2,0.06,0.2,0.32,0.3,0.12,0.07
9274200620,20141028,490000,2,1.75,1670,4200,2,0,1912,98116,47.5861995568123,-122.386900707254,53033009600,"Census Tract 96, King County, Washington",5783,46.3,0.06,0.07,0.27,0.38,0.23,0.07
2767604712,20140919,437500,3,2.5,1260,1125,3,0,2002,98107,47.6705964875657,-122.380993208137,53033004700,"Census Tract 47, King County, Washington",8649,33.2,0.04,0.1,0.21,0.4,0.25,0.07
8682262170,20140530,415000,2,1.75,1340,4664,1,0,2004,98053,47.7182085039698,-122.033932439535,53033032327,"Census Tract 323.27, King County, Washington",4066,64,0.01,0.1,0.24,0.33,0.31,0.03
7633400110,20150224,270500,3,1.5,1952,8613,1,0,1960,98032,47.3715091875919,-122.289916500674,53033029102,"Census Tract 291.02, King County, Washington",4358,39.3,0.15,0.28,0.39,0.11,0.07,0.11
259600330,20150209,465000,4,2,1470,10291,1,0,1963,98008,47.6315975948265,-122.12100402525,53033022901,"Census Tract 229.01, King County, Washington",2963,44.9,0.06,0.13,0.18,0.37,0.27,0.03
5191100180,20141106,1005000,5,2,2440,3080,2,0,1910,98112,47.6242084311181,-122.306041185513,53033007600,"Census Tract 76, King County, Washington",4257,34.1,0.02,0.08,0.19,0.38,0.33,0.09
3885804225,20140624,1010000,2,2,1460,9052,1,0,1900,98033,47.6856946124157,-122.208066645315,53033022400,"Census Tract 224, King County, Washington",8459,37.3,0.02,0.06,0.18,0.49,0.25,0.05
8899200110,20140603,235000,3,2,1530,8700,1,0,1970,98055,47.4528928211045,-122.207054756934,53033025806,"Census Tract 258.06, King County, Washington",5086,35.5,0.08,0.25,0.29,0.24,0.14,0.09
123039570,20140708,485000,4,2.25,1900,7200,1,0,1977,98146,47.5033016066627,-122.37197674582,53033012100,"Census Tract 121, King County, Washington",2663,45.3,0.01,0.12,0.3,0.34,0.23,0.03
3121500330,20150323,750000,3,2.5,2790,21043,2,0,1993,98053,47.6729914813751,-122.029919627218,53033032329,"Census Tract 323.29, King County, Washington",9212,35.9,0.02,0.05,0.17,0.39,0.38,0.02
3121500330,20150323,750000,3,2.5,2790,21043,2,0,1993,98053,47.6729914813751,-122.029919627218,53033032329,"Census Tract 323.29, King County, Washington",9212,35.9,0.02,0.05,0.17,0.39,0.38,0.02
6147650300,20141016,270000,3,2.25,2100,14027,2,0,1979,98042,47.3833052316466,-122.100084528892,53033031705,"Census Tract 317.05, King County, Washington",4133,35.9,0.06,0.25,0.38,0.23,0.07,0.01
3715500220,20140605,386000,3,2,1330,8100,1,0,1969,98034,47.7250913983984,-122.175039067238,53033021904,"Census Tract 219.04, King County, Washington",4969,36.6,0.09,0.14,0.33,0.27,0.16,0.08
6430500008,20150302,428750,3,1,1100,4080,1,0,1929,98103,47.6872064864785,-122.350903252955,53033002800,"Census Tract 28, King County, Washington",4854,36,0.01,0.05,0.21,0.48,0.24,0.09
1724069060,20150507,1075000,2,3.25,1550,1767,3,1,2006,98075,47.5683949485047,-122.060069100571,53033032207,"Census Tract 322.07, King County, Washington",3701,42.5,0.02,0.08,0.24,0.48,0.18,0.02
1685800100,20140624,875000,4,2.5,3220,22588,2,0,1996,98077,47.7310935956085,-122.054996172578,53033032326,"Census Tract 323.26, King County, Washington",4122,43.9,0.03,0.11,0.22,0.45,0.19,0.07
623049273,20141121,225000,3,1.75,1550,9060,2,0,1948,98146,47.509306370161,-122.344934051927,53033026801,"Census Tract 268.01, King County, Washington",5825,34.8,0.27,0.25,0.31,0.11,0.06,0.19
4151800410,20141031,1348000,5,3.25,3540,5971,1,0,2005,98033,47.6643076688604,-122.201903003945,53033022701,"Census Tract 227.01, King County, Washington",2923,43.2,0.01,0.07,0.24,0.38,0.3,0.06
1164000040,20150312,226800,2,1,1240,11393,1,0,1960,98030,47.3713912802578,-122.207020907546,53033029503,"Census Tract 295.03, King County, Washington",8546,28,0.25,0.32,0.27,0.13,0.02,0.42
3528400180,20141003,350000,4,2.75,3390,16153,1,0,1961,98031,47.3953960875072,-122.183924058452,53033029406,"Census Tract 294.06, King County, Washington",5222,36.9,0.09,0.21,0.34,0.24,0.12,0.08
8731900790,20140626,354950,4,2.75,2530,7350,1,0,1977,98023,47.3129904836504,-122.373948912429,53033030311,"Census Tract 303.11, King County, Washington",5577,28.7,0.16,0.28,0.35,0.18,0.03,0.22
4204400175,20150217,439000,5,3.5,2880,10000,2,0,1991,98055,47.4873998019136,-122.222934660715,53033026002,"Census Tract 260.02, King County, Washington",8590,32.3,0.17,0.24,0.33,0.19,0.07,0.2
809003160,20141218,570000,2,1,1100,4000,1,0,1906,98109,47.638802117746,-122.349991422759,53033006700,"Census Tract 67, King County, Washington",8688,32.5,0.02,0.05,0.2,0.4,0.33,0.06
3295750610,20140904,295000,3,2,1760,6092,1,0,1998,98030,47.3838022592526,-122.184019326901,53033029502,"Census Tract 295.02, King County, Washington",7671,34.5,0.13,0.27,0.32,0.18,0.1,0.13
3885804390,20150421,1500000,4,3.25,3470,5222,2,0,2005,98033,47.6845016017916,-122.208966611394,53033022400,"Census Tract 224, King County, Washington",8459,37.3,0.02,0.06,0.18,0.49,0.25,0.05
7436500120,20150219,529000,3,1.75,1500,7367,1,0,1974,98033,47.6722012340387,-122.167019435941,53033022604,"Census Tract 226.04, King County, Washington",4895,37.9,0.03,0.13,0.27,0.34,0.23,0.03
302000375,20150506,250000,3,2,1050,18304,1,0,1953,98001,47.3205989088207,-122.268991907246,53033029902,"Census Tract 299.02, King County, Washington",4092,43.6,0.09,0.27,0.36,0.16,0.11,0.04
1925069183,20140815,425000,3,2.5,1340,10018,1,0,1976,98052,47.6366077459818,-122.094053647489,53033022902,"Census Tract 229.02, King County, Washington",6490,37.4,0.03,0.05,0.19,0.46,0.27,0.05
1518000230,20141231,315000,4,2.75,1580,3770,1,0,2002,98019,47.7368057137491,-121.967983868786,53033032401,"Census Tract 324.01, King County, Washington",6302,39.1,0.05,0.21,0.33,0.31,0.1,0.11
3760500475,20141106,926500,4,2.75,2900,17802,1,0,1981,98034,47.7004047655595,-122.22899048316,53033022203,"Census Tract 222.03, King County, Washington",5038,43.5,0.01,0.13,0.27,0.39,0.21,0.06
1257201095,20150323,826000,2,1,1060,6120,1,0,1908,98103,47.6738976817485,-122.329090336408,53033003600,"Census Tract 36, King County, Washington",6631,31.3,0.01,0.06,0.14,0.5,0.29,0.15
5035300572,20141016,779000,4,1.5,2740,4912,1,0,1937,98199,47.6523098612538,-122.412027006696,53033005600,"Census Tract 56, King County, Washington",6875,47.7,0.03,0.03,0.17,0.38,0.39,0.03
9543000945,20150427,182500,3,2.25,1830,4744,2,0,1997,98001,47.2733993139889,-122.248084282825,53033030901,"Census Tract 309.01, King County, Washington",3610,34.6,0.16,0.39,0.36,0.06,0.03,0.11
2413300730,20140924,263500,4,1.75,2210,6375,1,0,1977,98003,47.3268088872796,-122.328069840811,53033030202,"Census Tract 302.02, King County, Washington",6625,38,0.07,0.34,0.39,0.13,0.07,0.18
2877100985,20140623,490000,3,2.25,1470,2500,2,0,1984,98117,47.6762078965206,-122.360029689958,53033003400,"Census Tract 34, King County, Washington",3661,37.3,0,0.03,0.2,0.41,0.36,0.05
6021502070,20150508,6e+05,2,1,1410,4500,1,0,1939,98117,47.6882936308013,-122.384087141892,53033003100,"Census Tract 31, King County, Washington",6457,40.6,0.03,0.08,0.23,0.41,0.25,0.05
1257202430,20140617,1008000,4,3.5,2650,3060,2,0,2001,98103,47.6734984968849,-122.331977933015,53033003600,"Census Tract 36, King County, Washington",6631,31.3,0.01,0.06,0.14,0.5,0.29,0.15
7518501140,20150113,3e+05,3,2,1260,2550,2,0,1987,98117,47.6821020085941,-122.378079096157,53033003000,"Census Tract 30, King County, Washington",5940,38.1,0.01,0.12,0.21,0.4,0.26,0.06
8103000110,20140603,280000,2,1.5,1480,15641,1,0,1940,98146,47.5007962091069,-122.366019549706,53033026700,"Census Tract 267, King County, Washington",5251,42.4,0.16,0.19,0.31,0.22,0.12,0.13
3401700150,20150423,1350000,5,3,5530,38816,1.5,0,1969,98072,47.7351930946675,-122.116062752577,53033032321,"Census Tract 323.21, King County, Washington",5780,39.6,0.02,0.07,0.16,0.38,0.37,0.03
1795900210,20140518,575550,4,2.5,2060,7475,1,0,1985,98052,47.7272055762159,-122.105096041388,53033032322,"Census Tract 323.22, King County, Washington",3616,42.1,0.02,0.04,0.26,0.39,0.28,0.02
3083000910,20140708,410000,3,2,1320,6000,1.5,0,1920,98144,47.5751921794718,-122.303969397525,53033010002,"Census Tract 100.02, King County, Washington",4817,35.5,0.2,0.17,0.23,0.26,0.14,0.09
8732040820,20141017,247000,3,1.75,1820,8740,1,0,1987,98023,47.307391855416,-122.385044167059,53033030306,"Census Tract 303.06, King County, Washington",5803,42.3,0.06,0.21,0.43,0.2,0.1,0.11
3034200530,20140620,4e+05,3,1,1430,10005,1.5,0,1950,98133,47.7181047990231,-122.338098763722,53033000600,"Census Tract 6, King County, Washington",8061,37.2,0.07,0.21,0.27,0.28,0.18,0.1
5101406384,20141020,574500,4,1.5,1430,6380,1.5,0,1930,98125,47.7013919030292,-122.312990901853,53033001200,"Census Tract 12, King County, Washington",7024,35.4,0.09,0.15,0.32,0.3,0.14,0.25
4031000260,20140606,2e+05,2,1,1730,9610,1,0,1962,98001,47.295602999617,-122.285084965344,53033030401,"Census Tract 304.01, King County, Washington",9736,36.4,0.07,0.26,0.44,0.18,0.06,0.09
1102000270,20140701,1080000,3,2.75,3890,7216,2,0,1967,98118,47.5444955149948,-122.266040415582,53033011102,"Census Tract 111.02, King County, Washington",4480,34.2,0.22,0.19,0.17,0.24,0.18,0.23
2581300055,20141121,885000,3,3.25,2640,16090,1,0,1976,98040,47.5373928599894,-122.212939133488,53033024602,"Census Tract 246.02, King County, Washington",3763,45.6,0,0.05,0.13,0.42,0.39,0.01
6675500105,20140729,306000,3,2,1160,7217,1,0,1969,98034,47.7278994083702,-122.227092654761,53033022201,"Census Tract 222.01, King County, Washington",4431,35.5,0.03,0.2,0.34,0.32,0.11,0.09
4137040060,20150406,265500,3,2.5,1450,8977,1,0,1990,98092,47.2576015120099,-122.213938974558,53033031000,"Census Tract 310, King County, Washington",3944,40.5,0.05,0.13,0.37,0.27,0.18,0.01
3222079083,20140514,499000,3,2,2090,42689,1.5,0,1959,98010,47.3497082558926,-121.944075656537,53033031501,"Census Tract 315.01, King County, Washington",3860,41.9,0.1,0.35,0.36,0.14,0.04,0.06
3374500520,20150429,355000,0,0,2460,8049,2,0,1990,98031,47.4094910209505,-122.167971977788,53033029405,"Census Tract 294.05, King County, Washington",5706,38,0.09,0.25,0.37,0.21,0.08,0.09
1024069205,20150114,1175000,4,2.5,4700,49658,2,0,1999,98075,47.5877996456057,-122.021962087295,53033032211,"Census Tract 322.11, King County, Washington",5009,39.5,0.01,0.07,0.25,0.4,0.27,0.03
9265200060,20141007,650000,6,4.5,3900,9100,2,0,1979,98052,47.6611901207104,-122.137049520765,53033022802,"Census Tract 228.02, King County, Washington",5030,35.7,0.02,0.1,0.23,0.34,0.31,0.07
1245002445,20140714,670000,2,1.75,1650,7500,1,0,1959,98033,47.6871094112189,-122.206991752083,53033022400,"Census Tract 224, King County, Washington",8459,37.3,0.02,0.06,0.18,0.49,0.25,0.05
2323059074,20140709,137124,3,1,960,27442,1,0,1970,98058,47.467594168533,-122.133948353266,53033031903,"Census Tract 319.03, King County, Washington",6767,41.4,0.07,0.25,0.32,0.24,0.12,0.03
1219000473,20140626,164950,3,1.75,1570,15330,1,0,1956,98166,47.4608006287923,-122.340044850848,53033027900,"Census Tract 279, King County, Washington",8123,41.6,0.08,0.22,0.42,0.19,0.09,0.11
2787700060,20150115,420000,3,2.5,1810,7210,1,0,1968,98059,47.5067053398199,-122.162906378096,53033025101,"Census Tract 251.01, King County, Washington",6507,36.7,0.06,0.16,0.31,0.35,0.12,0.14
7856700060,20150413,893880,6,2.5,2820,8600,1,0,1967,98006,47.565004220598,-122.144018487447,53033024901,"Census Tract 249.01, King County, Washington",5084,45.7,0.01,0.1,0.19,0.37,0.32,0.04
8083350070,20141217,235000,2,2.25,1660,2748,2,0,1995,98055,47.4333076914134,-122.212089762386,53033029303,"Census Tract 293.03, King County, Washington",7423,38.8,0.08,0.23,0.34,0.26,0.09,0.11
7818900060,20140708,458400,4,2.5,1910,10300,1,0,1921,98177,47.7581018397706,-122.3590348896,53033020800,"Census Tract 208, King County, Washington",4329,46.6,0.03,0.12,0.24,0.32,0.28,0.05
1795920310,20140804,690000,4,3.75,3210,7054,2,0,1985,98052,47.7268098799498,-122.102917365558,53033032322,"Census Tract 323.22, King County, Washington",3616,42.1,0.02,0.04,0.26,0.39,0.28,0.02
4364200125,20150129,530000,2,1.75,2120,7680,1,0,1948,98126,47.5304073955883,-122.373946555407,53033011500,"Census Tract 115, King County, Washington",4421,39.6,0.06,0.19,0.28,0.33,0.14,0.07
1157200189,20140514,356000,3,3.5,2100,12384,2,0,1980,98188,47.4687072976844,-122.263098958897,53033026200,"Census Tract 262, King County, Washington",5608,34.4,0.09,0.27,0.35,0.2,0.09,0.14
8121200700,20140713,579000,4,2.25,2030,8764,2,0,1983,98052,47.7214023473298,-122.109973527367,53033032322,"Census Tract 323.22, King County, Washington",3616,42.1,0.02,0.04,0.26,0.39,0.28,0.02
109200140,20150506,299000,4,2.5,2300,8100,1,0,1979,98023,47.2979048130892,-122.370959123314,53033030312,"Census Tract 303.12, King County, Washington",5008,33.3,0.08,0.26,0.46,0.15,0.05,0.1
868002015,20150225,1326000,3,2.25,2960,8330,1,0,1953,98177,47.7034953652128,-122.384994979674,53033001600,"Census Tract 16, King County, Washington",4603,45,0.03,0.09,0.26,0.34,0.27,0.06
7558800240,20150414,485000,4,3.25,1946,17786,2,0,1990,98070,47.3590014807104,-122.451912863619,53033027702,"Census Tract 277.02, King County, Washington",4745,53.2,0.02,0.19,0.24,0.28,0.26,0.03
1994200012,20150413,580000,3,1.75,1850,2797,1,0,1977,98103,47.6871063994095,-122.335936610562,53033002700,"Census Tract 27, King County, Washington",6155,35.2,0.03,0.07,0.2,0.39,0.31,0.09
2648500030,20140725,112000,1,1,1080,3230,1,0,1963,98002,47.3075085906192,-122.217069548004,53033030600,"Census Tract 306, King County, Washington",5874,36.5,0.13,0.35,0.4,0.1,0.03,0.18
7880020030,20141110,725000,4,2.5,3040,35201,2,0,1987,98027,47.4872081141056,-122.066089775171,53033032104,"Census Tract 321.04, King County, Washington",6274,42.8,0.03,0.17,0.29,0.33,0.17,0.08
293000036,20150403,495000,4,2,1610,4770,1,0,1941,98126,47.5332903794894,-122.380959394253,53033011500,"Census Tract 115, King County, Washington",4421,39.6,0.06,0.19,0.28,0.33,0.14,0.07
2648000071,20150306,225000,4,1.75,1420,10300,2,0,1950,98002,47.3121015106747,-122.214955821057,53033030600,"Census Tract 306, King County, Washington",5874,36.5,0.13,0.35,0.4,0.1,0.03,0.18
1471610070,20140827,350000,3,1.75,1360,18123,1,0,1983,98045,47.4716011241798,-121.755904707053,53033032702,"Census Tract 327.02, King County, Washington",6638,41.2,0.04,0.2,0.38,0.27,0.12,0.05
8819900270,20140520,440000,2,1.75,1300,4000,2,0,1948,98105,47.6686935053803,-122.288088918015,53033004200,"Census Tract 42, King County, Washington",8458,38.3,0.01,0.04,0.15,0.4,0.41,0.07
2422049104,20140915,85000,2,1,830,9000,1,0,1939,98032,47.3813043220418,-122.242968021605,53033029700,"Census Tract 297, King County, Washington",8051,34.8,0.16,0.33,0.33,0.15,0.03,0.16
1450100390,20150316,208000,3,1,920,7314,1,0,1960,98002,47.2892085275723,-122.21991681698,53033030802,"Census Tract 308.02, King County, Washington",3894,35.7,0.19,0.44,0.28,0.08,0.02,0.19
7812800681,20150102,166000,2,1,870,8487,1,0,1944,98178,47.4954942373282,-122.238932605753,53033026001,"Census Tract 260.01, King County, Washington",5950,41.7,0.13,0.21,0.25,0.28,0.13,0.06
6145600955,20141224,329000,4,1,1120,3844,1,0,1972,98133,47.7038011195107,-122.35194215415,53033001701,"Census Tract 17.01, King County, Washington",4004,35,0.06,0.11,0.23,0.37,0.22,0.11
1112700060,20150311,399900,3,1.75,1260,12750,1,0,1979,98034,47.7289017108508,-122.233014327593,53033022201,"Census Tract 222.01, King County, Washington",4431,35.5,0.03,0.2,0.34,0.32,0.11,0.09
3361402041,20141030,134000,3,1,1270,8508,1,0,1942,98168,47.4960904333457,-122.322066772751,53033027000,"Census Tract 270, King County, Washington",3246,37.3,0.17,0.29,0.33,0.14,0.06,0.19
623049185,20140702,185000,5,1,1590,6700,1.5,0,1942,98146,47.5075023227114,-122.350026828107,53033026801,"Census Tract 268.01, King County, Washington",5825,34.8,0.27,0.25,0.31,0.11,0.06,0.19
3224600340,20141013,695000,4,2.5,2790,6540,2,0,1999,98074,47.6086913605287,-122.016033268487,53033032214,"Census Tract 322.14, King County, Washington",6415,37,0.02,0.09,0.16,0.44,0.3,0.01
3840700560,20140814,450000,3,1.75,1810,12600,1,0,1977,98034,47.7142953614936,-122.23293699805,53033022203,"Census Tract 222.03, King County, Washington",5038,43.5,0.01,0.13,0.27,0.39,0.21,0.06
333100295,20141124,3120000,3,3.5,4490,56609,2,1,1993,98034,47.6996980898946,-122.239948837004,53033022300,"Census Tract 223, King County, Washington",2647,50.3,0.01,0.09,0.17,0.37,0.36,0.03
4221970060,20150506,359000,4,2.5,2640,7883,2,0,1990,98092,47.3124075254588,-122.187948610163,53033031206,"Census Tract 312.06, King County, Washington",5327,30.6,0.12,0.26,0.37,0.17,0.08,0.13
2570300240,20140529,405000,5,1.75,1880,10000,1,0,1963,98034,47.7181931152413,-122.200989251226,53033022005,"Census Tract 220.05, King County, Washington",5076,34.2,0.04,0.12,0.29,0.34,0.21,0.06
3438501860,20150422,385000,3,1,1020,5950,1,0,1950,98106,47.5436086382563,-122.356973105102,53033010800,"Census Tract 108, King County, Washington",4970,36,0.05,0.2,0.35,0.26,0.14,0.16
4037500335,20140606,455000,4,2.25,1740,8449,1,0,1958,98008,47.6079074450713,-122.123094150291,53033023300,"Census Tract 233, King County, Washington",6534,42.4,0.09,0.18,0.23,0.34,0.15,0.05
8929000350,20140804,472217,3,2.5,2010,2212,2,0,2014,98029,47.5522913927783,-121.998023942572,53033032210,"Census Tract 322.10, King County, Washington",13671,35,0.02,0.08,0.24,0.37,0.28,0.03
2619950400,20140714,396800,4,2.5,2200,6018,2,0,2010,98019,47.7337942344017,-121.966037799312,53033032402,"Census Tract 324.02, King County, Washington",6518,37.8,0.04,0.16,0.37,0.31,0.12,0.03
2581900036,20140612,743000,3,1.75,2110,11250,1,0,1961,98040,47.5401990823219,-122.216061839532,53033024602,"Census Tract 246.02, King County, Washington",3763,45.6,0,0.05,0.13,0.42,0.39,0.01
2045400075,20140623,415000,4,2.5,2170,8518,1,0,1955,98178,47.5072976570675,-122.233915335345,53033026001,"Census Tract 260.01, King County, Washington",5950,41.7,0.13,0.21,0.25,0.28,0.13,0.06
3034200516,20150217,547000,2,1,1370,10038,1.5,0,1922,98133,47.7190059609121,-122.339027295784,53033000600,"Census Tract 6, King County, Washington",8061,37.2,0.07,0.21,0.27,0.28,0.18,0.1
646910560,20150306,260000,3,2.5,1770,2677,2,0,2005,98055,47.4338972092237,-122.193927549282,53033029303,"Census Tract 293.03, King County, Washington",7423,38.8,0.08,0.23,0.34,0.26,0.09,0.11
423059360,20141017,345000,4,2.5,2040,5875,2,0,2004,98056,47.5051079895828,-122.170018675199,53033025500,"Census Tract 255, King County, Washington",4957,36.5,0.16,0.33,0.24,0.23,0.04,0.12
3317500070,20150408,1135000,4,2.75,3840,10004,1,0,1963,98040,47.5605995896648,-122.225063482113,53033024500,"Census Tract 245, King County, Washington",4935,46.9,0.04,0.03,0.13,0.43,0.37,0.03
1023059190,20150324,210000,3,1.5,1160,10125,1,0,1959,98059,47.4919098106668,-122.151058098007,53033025102,"Census Tract 251.02, King County, Washington",7878,33.3,0.1,0.18,0.25,0.31,0.16,0.07
2600110560,20141112,750000,4,2.75,2310,10232,1,0,1980,98006,47.5515019240215,-122.152965577216,53033024903,"Census Tract 249.03, King County, Washington",7146,44,0.02,0.08,0.17,0.42,0.32,0.03
9542400075,20140606,809950,4,2,2230,9900,1.5,0,1959,98005,47.5979033124119,-122.172998754918,53033023500,"Census Tract 235, King County, Washington",3740,42.7,0.03,0.08,0.27,0.37,0.26,0.07
3223069065,20140917,4e+05,2,1.75,1800,224769,1,0,1950,98038,47.43270091453,-122.059910126437,53033032002,"Census Tract 320.02, King County, Washington",3304,45.3,0.03,0.27,0.4,0.21,0.08,0.04
2325069032,20140731,875000,5,4.25,4720,18741,2,0,2005,98053,47.6347036316645,-122.01298360675,53033032215,"Census Tract 322.15, King County, Washington",5197,35.2,0.01,0.03,0.12,0.49,0.34,0.01
1099900030,20150415,325000,5,2.75,2400,7904,1,0,1992,98188,47.4683079148025,-122.262913111768,53033026200,"Census Tract 262, King County, Washington",5608,34.4,0.09,0.27,0.35,0.2,0.09,0.14
293910070,20140723,653750,4,2.5,2460,4166,2,0,2003,98034,47.7072038439613,-122.23191110369,53033022203,"Census Tract 222.03, King County, Washington",5038,43.5,0.01,0.13,0.27,0.39,0.21,0.06
7779200105,20140718,945000,4,2.25,2420,9000,1,0,1967,98146,47.488403796757,-122.362931056397,53033027600,"Census Tract 276, King County, Washington",4818,31.3,0.19,0.19,0.32,0.21,0.09,0.2
6117502220,20141117,1575000,3,3,2610,22672,1.5,1,1952,98166,47.4414099808451,-122.35403951035,53033028600,"Census Tract 286, King County, Washington",6360,46.3,0.04,0.13,0.31,0.32,0.2,0.06
4174600055,20140521,360000,2,0.75,850,7710,1,0,1909,98108,47.5588064979064,-122.301095422798,53033010401,"Census Tract 104.01, King County, Washington",4303,41.6,0.29,0.19,0.2,0.21,0.11,0.22
7732300390,20140523,735000,3,2.5,2390,9157,2,0,1984,98052,47.6616942926248,-122.149923925093,53033022606,"Census Tract 226.06, King County, Washington",5653,38.7,0.06,0.08,0.29,0.34,0.23,0.04
9407100310,20141113,312620,3,2.5,1260,11877,1,0,1975,98045,47.4442087941802,-121.76209784412,53033032702,"Census Tract 327.02, King County, Washington",6638,41.2,0.04,0.2,0.38,0.27,0.12,0.05
